epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
843,1.1780856159661486,0.8504827815294266,278,0.09302020904608072,0.0,1.0370631712675094,3.1900604486465456,305.2,1158.94,140.18,6744000,-0.031763078760995996
844,1.6024901589739178,0.7993862891197204,278,0.1533427224121988,0.9000000000000004,1.006132977604866,3.6855719614028932,307.80000000000007,1197.64,146.23,6752000,-0.027248143976466962
845,1.1316914590229301,0.8054503899812698,278,0.079953010273166,1.0,1.0243057316541673,2.823197034597397,315.20000000000005,1260.42,155.44,6760000,-0.02097736852505477
846,1.563141220095845,0.7740325337648392,278,0.13499848754145205,8.8,1.0018666458129883,3.8032274687290193,317.3,1345.18,166.88,6768000,-0.03892468746125814
847,0.9592949660593214,0.8774272167682647,278,0.06335400827229024,24.9,0.9984598338603974,2.6698974537849427,317.3,1414.5,175.4,6776000,-0.0136775362159824
848,1.208476229034575,0.815990429520607,278,0.0828277543745935,51.1,1.0038044220209121,2.996704787015915,320.1,1459.64,181.81,6784000,-0.020084623382426798
849,1.4856358505528804,0.8197686719894409,278,0.13079446571413428,56.9,1.012251877784729,3.680693176984787,321.5,1524.35,192.06,6792000,-0.013677603163232561
850,0.9783239772864992,0.791492549777031,278,0.07037900427822023,76.0,1.050085961818695,2.817869637608528,326.1,1564.93,200.99,6800000,-0.037380610404361504
851,1.391906190569022,0.8493136990070344,278,0.09949668953195215,76.9,1.0188208216428756,3.159379407763481,326.1,1579.73,203.02,6808000,-0.012317997005766301
852,1.5672896261108438,0.7948842757940292,278,0.1890481936838478,76.9,1.0345354890823364,4.3280398201942445,327.1,1579.7,201.9,6816000,-0.01941041101476003
853,1.0863209942635044,0.7909215247631073,278,0.08793000923004002,76.9,1.0393424344062805,3.0445055109262467,327.1,1584.87,204.26,6824000,-0.014040605405170936
854,1.4805826457169533,0.7419389259815216,278,0.16001741049345583,76.0,1.0051908141374588,3.7556048262119295,326.1,1581.36,200.43,6832000,-0.01741151867157896
855,1.469859434718872,0.8340766429901123,278,0.12585968625731767,76.0,0.9917633366584778,3.804627833366394,321.5,1572.85,200.14,6840000,-0.029756083515821957
856,1.2590581861977528,0.8616934114694595,278,0.10482134746853262,76.0,1.016728664636612,3.3639988821744917,321.6,1571.31,203.66,6848000,-0.01239195620000828
857,1.3631303065768887,0.9018410623073578,278,0.10702575467526913,76.0,0.962539114356041,3.362466435432434,328.0,1585.4,206.83,6856000,-0.01381598088395549
858,1.611988547317722,0.8196396601200103,278,0.16086251056753098,76.9,0.9504423922300339,3.942991462945938,328.1,1576.1,209.08,6864000,-0.02616121042985469
859,2.1703725512874166,0.7376444977521897,278,0.20831438404507935,74.10000000000001,0.9568327343463898,5.001729776859284,328.0,1563.38,206.04,6872000,-0.021741489605046807
860,1.020347647684685,0.8510639351606369,278,0.07873825894668698,76.9,0.9361813390254974,2.965565950870514,329.1,1576.58,210.87,6880000,-0.015340889379149302
861,1.487110913810897,0.7853110665082932,278,0.10791465578600765,75.80000000000001,0.9190973556041717,3.573081271648407,329.1,1576.55,208.19,6888000,-0.01527694784628693
862,1.1359193022428236,0.882540363073349,278,0.06985048040281981,75.80000000000001,0.938401899933815,2.9821037924289704,339.30000000000007,1607.32,214.5,6896000,-0.010616781516000628
863,1.1037439091116257,0.8601642072200775,278,0.07173294931650162,76.9,0.9550916236639023,2.854312198162079,339.30000000000007,1616.25,219.4,6904000,-0.023183409772173036
864,1.3975753121094632,0.8599033677577972,278,0.09942905576899648,76.9,0.9223599588871002,3.4975720334053038,339.30000000000007,1622.3,223.61,6912000,-0.0008196707672686898
865,1.569453170042665,0.763385574221611,278,0.12290710375644266,79.7,0.9723719948530197,3.6509094893932343,341.1,1628.5,226.04,6920000,-0.04034429847582942
866,1.5556599019224646,0.7787874042987823,278,0.14226993364281953,100.60000000000001,0.9589731991291046,4.102329449653626,342.30000000000007,1634.36,229.59,6928000,-0.029097878518223298
867,1.5295977836796417,0.8752981543540954,278,0.09216204952448606,102.89999999999999,0.92742820084095,3.2965941655635835,342.30000000000007,1645.81,233.75,6936000,-0.027209577488465583
868,1.8523738086942285,0.8468218523263932,278,0.17003164746798574,106.60000000000001,0.9069291311502456,4.203308262825012,345.5,1656.36,235.51,6944000,-0.035535717620077775
869,1.5969808518796988,0.8661732232570648,278,0.12768704672344028,111.10000000000001,0.8957797634601593,3.763661527633667,350.20000000000005,1672.0,243.21,6952000,-0.01921486255072523
870,1.7917417230411294,0.8479652291536331,278,0.11173001664690674,112.9,0.9842656940221787,3.6616863691806794,350.20000000000005,1684.07,249.31,6960000,-0.027451424777973445
871,1.3084704807955945,0.8098728513717651,278,0.10453690367750823,112.9,0.928854055404663,3.505588208436966,352.1,1674.55,252.76,6968000,-0.013290136812138371
872,1.3106016192634404,0.8123150330781936,278,0.11315933028236032,112.0,0.9479990893602371,3.6397922587394715,353.2,1669.54,252.98,6976000,-0.022459946880117057
873,1.2014503083232404,0.8667278683185577,278,0.09327425089199096,112.9,0.9588166093826294,3.267864266633987,353.2,1667.94,254.06,6984000,-0.028045303981052712
874,1.4906633946043877,0.8008986407518387,278,0.120373206557706,121.0,0.9246183478832245,3.883458921909332,353.2,1682.46,259.16,6992000,-0.00983202718954999
875,1.255111100657899,0.8646910476684571,278,0.09535782751627267,121.0,0.9780585199594498,3.2227690196037293,353.2,1680.28,260.72,7000000,-0.00740363417291519
876,1.2080564214340075,0.787849354147911,278,0.09436499292962253,121.0,0.9972007095813751,3.1217099910974504,353.2,1686.16,261.61,7008000,-0.022206482552865055
877,0.9283703167557522,0.7875464850664139,278,0.06966652004979551,111.5,0.9871202802658081,2.8034449768066407,353.2,1683.46,259.83,7016000,-0.010051200132584199
878,1.6438180608038904,0.8509326189756393,278,0.13855586883611978,111.5,0.9662459552288055,4.157574801445008,350.30000000000007,1681.24,255.87,7024000,-0.012423725373519118
879,1.1576623402423192,0.883910219669342,278,0.09637743578292429,111.5,1.0115363883972168,3.369792605638504,353.2,1696.69,261.11,7032000,-0.009450426243238325
880,1.151961423929607,0.8255903273820877,278,0.08277711066417397,122.80000000000001,0.9821707105636597,3.159555552005768,353.2,1725.33,266.8,7040000,-0.028561187119339592
881,1.4494369868085817,0.8451065230369568,278,0.12214509669691324,122.80000000000001,0.9249644303321838,3.9375006413459777,356.1,1726.5,268.15,7048000,-0.0023334159125806765
882,1.5222917824707105,0.8609654211997986,278,0.1347633795812726,151.0,0.9553965419530869,4.020884431600571,356.1,1738.9,272.81,7056000,-0.008137501340825111
883,1.0582859804630094,0.8181037503480911,278,0.08436384856235236,153.7,0.9919640755653382,3.0246329748630525,355.1,1741.86,273.44,7064000,-0.020761597115670157
884,0.8661126690886621,0.8796451759338378,278,0.0594847701722756,153.7,0.9658533972501755,2.5952574050426485,356.1,1741.86,273.6,7072000,-0.010944269802348573
885,1.5293584214675633,0.8495013827085495,278,0.13152759528718888,153.7,0.9405216121673584,3.929138343334198,356.1,1747.99,273.73,7080000,-0.0074237571132835
886,1.8852139714619562,0.8561508852243424,278,0.17593222418799997,157.6,0.9515360128879548,4.613347164392471,357.0,1752.78,276.14,7088000,-0.033732198062643874
887,0.9325288160406461,0.8816433554887771,278,0.05603165873792022,153.7,1.009318573474884,2.5756308251619338,357.2,1769.43,280.45,7096000,-0.011570497529173735
888,1.2295196333018263,0.7626856416463852,278,0.0912151583749801,153.7,0.9481686145067215,3.097732435464859,357.2,1769.43,280.45,7104000,-0.02604380913420755
889,2.681632943205944,0.8149958091974259,278,0.2637152275722474,153.7,0.9172853064537049,4.8733825731277465,357.0,1777.35,279.59,7112000,-0.0191749553673435
890,1.3454746236619979,0.8014880490303039,278,0.12209361440036445,149.9,0.9832567238807678,3.423278077840805,356.1,1760.66,274.13,7120000,-0.014084030919766519
891,0.9980945460804577,0.8196119058132172,278,0.07220884558744728,136.70000000000002,0.9972327595949173,2.943585249185562,357.0,1753.95,272.49,7128000,-0.01319868646125542
892,1.8227736701283275,0.8349721485376358,278,0.16848058696836232,136.70000000000002,0.926116760969162,4.456703238487243,357.0,1746.34,272.18,7136000,-0.012450920016126474
893,1.804807567707315,0.9115896660089493,278,0.14432566898874938,149.9,0.9342268365621567,4.053561223745346,357.2,1750.52,273.86,7144000,-0.0021574905375018718
894,1.4006165876579484,0.8981255763769149,278,0.12037976848892867,158.0,0.9460653275251388,3.67231013417244,357.0,1777.39,276.25,7152000,-0.0076035583060001955
895,1.1799062853071165,0.8248535990715027,278,0.11652226135134697,159.8,1.0078199791908264,3.4810209894180297,357.2,1773.28,279.6,7160000,-0.02661295627389336
896,1.207786077116919,0.8074818706512451,278,0.09930419180542231,157.29999999999998,1.0013181400299072,3.354406212568283,357.2,1754.78,275.19,7168000,-0.026911659000907095
897,1.3004118697004694,0.8189826339483262,278,0.10471748400479555,157.29999999999998,0.9772381883859634,3.483248475790024,359.1,1766.08,276.59,7176000,-0.006402450621826574
898,1.3684160809077741,0.8491115164756775,278,0.11496347152628004,157.29999999999998,0.9847655004262924,3.7413243889808654,360.50000000000006,1765.52,278.63,7184000,-0.028756569139659405
899,0.8954225305817931,0.9188591140508652,278,0.061080019436776635,150.0,1.0025705987215041,2.560568585395813,360.50000000000006,1757.78,277.58,7192000,-0.01569738439291541
900,1.582652704531254,0.8337284207344056,278,0.15478083403315396,150.0,0.9844494783878326,4.069251947402954,365.0,1757.06,278.39,7200000,-0.02147965718759224
901,1.4657500308810498,0.7831031101942062,278,0.1526394875627011,117.5,1.0011118352413177,3.9111896681785585,359.6000000000001,1731.05,268.51,7208000,-0.01309944677297608
902,1.285444952848136,0.895106852054596,278,0.08725619032047689,117.5,0.9889274764060975,3.2523452687263488,361.40000000000003,1731.87,267.78,7216000,0.000991916842176579
903,1.5218746928385476,0.8435033518075943,278,0.14725342771038413,112.2,0.9736703622341156,4.016577852964401,361.40000000000003,1710.65,261.98,7224000,-0.04609151843338623
904,1.371823128189267,0.86153415620327,278,0.114248832706362,117.5,0.9926169019937515,3.5467843163013457,361.40000000000003,1697.78,261.73,7232000,-0.022071937276487007
905,1.0158092440943778,0.8828894209861755,278,0.0734140048827976,117.5,0.9587124103307724,2.883369815349579,357.40000000000003,1689.13,259.97,7240000,-0.01683680576388724
906,1.6524614816020478,0.8187981241941452,278,0.1502708035521209,117.5,0.9312927567958832,4.18606361746788,361.1,1679.82,256.51,7248000,-0.016834260150790214
907,1.4659349977883516,0.879864319562912,278,0.12270973153412341,112.2,0.9422356408834457,3.8417011165618895,361.1,1655.64,252.49,7256000,-0.03744597301702015
908,1.1340512761007577,0.867365540266037,278,0.09846015027724206,112.2,0.9722917687892914,3.2810400050878523,362.3,1662.63,256.41,7264000,-0.01694241920718923
909,1.4482862350004964,0.8401055842638016,278,0.11758693301118911,117.5,0.9418043905496597,3.62391760468483,362.3,1662.25,259.3,7272000,-0.011883559203706682
910,2.046223888239747,0.8312059187889099,278,0.19518328923732042,112.2,0.9369838386774063,4.762531850337982,361.1,1651.43,255.71,7280000,-0.013078269690158777
911,0.9867168289782569,0.8421879011392593,278,0.06403381024487316,112.60000000000001,1.0026035702228546,2.5368190604448317,355.6000000000001,1657.74,258.6,7288000,-0.02560717867139829
912,0.8166777713385726,0.7650425976514816,278,0.05535410127602518,108.6,0.9808055460453033,2.397428277134895,355.6000000000001,1652.12,254.75,7296000,-0.016455095039673323
913,1.4341123361457457,0.8281244325637818,278,0.11971226348541678,108.6,0.9648649275302887,3.373046282529831,355.6000000000001,1654.0,251.81,7304000,-0.017503248705761507
914,1.6352884322620784,0.8701154237985611,278,0.1339976933132857,108.6,0.9473087656497955,4.025598893165588,355.6000000000001,1642.49,249.81,7312000,-0.017539344897959382
915,1.1328519212597603,0.8907579231262207,278,0.09827593733556568,108.6,0.9625169134140015,3.3225499892234804,355.6000000000001,1650.21,249.78,7320000,-0.010656009536323835
916,1.6986234166147225,0.8840096527338028,278,0.1279822400212288,112.60000000000001,0.9772799307107926,3.801963062286377,355.6000000000001,1653.93,250.72,7328000,-0.026715339217334984
917,1.4213743948587148,0.832222445011139,278,0.12762185360305012,112.60000000000001,0.978186542391777,3.6550032925605773,354.09999999999997,1640.63,249.83,7336000,-0.026564449433935808
918,1.0030311643083138,0.7856767916679382,278,0.08142210371792316,108.6,1.0123359084129333,2.980778533220291,351.30000000000007,1621.79,245.23,7344000,-0.018916223306150642
919,1.0878020350926538,0.7530793190002442,278,0.07831274168565869,103.70000000000002,1.0116302013397216,2.87730149269104,351.30000000000007,1606.61,239.39,7352000,-0.016582870243582876
920,1.5892736739055866,0.8356397300958633,278,0.13950234277173876,108.6,0.9934918761253357,4.008608859777451,351.0,1608.68,239.64,7360000,-0.029339850284159183
921,1.3123009610323069,0.861394214630127,278,0.10287226191721857,109.9,0.9991051375865936,3.451938008069992,351.30000000000007,1611.74,244.28,7368000,-0.009683828319903115
922,0.9787427415712245,0.81852303981781,278,0.07169501084834337,109.9,1.0196356350183486,2.752748678922653,351.0,1612.37,242.24,7376000,-0.02093774846289307
923,1.568203897408576,0.871886323094368,278,0.12370084847323597,106.2,0.9365486276149749,3.553215173482895,351.30000000000007,1611.75,241.63,7384000,-0.024111562008038163
924,1.5340185167909335,0.8955015397071838,278,0.14396859211847185,106.2,0.92359783411026,4.0276437187194825,351.30000000000007,1619.2,245.68,7392000,-0.013457466104300693
925,1.1987449613108725,0.8894482505321503,278,0.09090782350394874,106.2,0.9875055545568466,3.2329446840286256,351.30000000000007,1631.78,247.25,7400000,-0.014534778958914103
926,0.9796232473449425,0.8141266006231308,278,0.07154656538739801,106.2,0.9812181556224823,2.723245825767517,351.30000000000007,1636.28,246.67,7408000,-0.021873394740746333
927,1.491868298696253,0.8735700309276581,278,0.14013447196222842,106.2,0.9360565507411956,3.935971647500992,351.30000000000007,1631.62,246.16,7416000,-0.023147403527982533
928,1.4097570058056115,0.8849129730463028,278,0.12349643096327782,105.30000000000001,1.0063014370203018,3.6846340179443358,346.4,1631.21,241.38,7424000,-0.022935525334032716
929,1.314588913581685,0.8119041192531585,278,0.10406646728981286,108.9,0.995941955447197,3.413137513399124,346.4,1625.55,242.48,7432000,-0.032043445408708064
930,1.2256794510429394,0.8196954995393753,278,0.0943281960953027,104.60000000000002,0.9794411724805832,3.157890757918358,346.4,1614.13,238.69,7440000,-0.026071391481782485
931,1.400716950173925,0.8931168586015701,278,0.12014284552074969,108.9,0.9451859807968139,3.6724942469596864,350.1,1619.67,239.58,7448000,-0.016266146760899575
932,1.588068458463901,0.8645178097486496,278,0.13384471882600338,109.80000000000001,0.920177087187767,3.71543035030365,351.0,1631.88,241.85,7456000,-0.03420296335971216
933,1.2163024982938584,0.8786206144094467,278,0.0972734239185229,109.80000000000001,0.9407570594549179,3.2909372097253797,351.40000000000003,1643.77,246.34,7464000,-0.004737502317875624
934,1.2311406250587351,0.8909404104948044,278,0.10851660136133433,109.80000000000001,0.9410463321208954,3.500087523460388,351.40000000000003,1645.73,248.14,7472000,-0.022986277814488858
935,1.413825827944699,0.8859873545169831,278,0.1055738958530128,109.80000000000001,0.9525139594078064,3.4070827424526215,350.1,1633.27,248.17,7480000,-0.01039624124765396
936,1.7291019824382547,0.9069489222764969,278,0.13070861182175578,109.80000000000001,0.9413004511594772,3.977458747625351,347.30000000000007,1643.5,249.85,7488000,-0.011077590667409822
937,1.3271552908656732,0.8920995783805847,278,0.11447413014248013,109.80000000000001,0.9798992055654526,3.5107414972782136,347.30000000000007,1643.16,252.28,7496000,-0.008538151095272041
938,1.4505877887486194,0.885424810051918,278,0.1177359553333372,112.7,0.9281097304821014,3.72604861497879,347.30000000000007,1663.44,257.44,7504000,-0.02029068539501168
939,1.6656761999639478,0.8625587540864944,278,0.17822122558951378,117.5,0.9497959709167481,4.515564479827881,353.2,1684.66,261.59,7512000,-0.02750263684793026
940,1.1796183821674389,0.8356964921951294,278,0.08438946030568331,131.7,0.9866121888160706,3.1735630774497987,353.2,1704.37,270.24,7520000,-0.0177413872879697
941,0.878682483359743,0.9114420408010483,278,0.05092038901522756,141.9,0.9399937891960144,2.4663588774204253,353.2,1706.67,271.99,7528000,-0.004732221092563122
942,1.4395302381749842,0.894440985918045,278,0.13098165208473803,141.9,0.9224033290147782,3.918861904144287,353.2,1705.91,272.48,7536000,-0.014746255788195413
943,1.5273436187054477,0.5631600779294967,278,0.1441248132754117,141.9,0.8218767442554236,4.137900112867356,354.2,1703.36,271.81,7544000,-0.021507950974173583
