epoch_idx,explained_variance,advantage_norm,frames,P01:episode_rewards,P09:episode_rewards,PMM:episode_rewards,policy_entropy,fps,episode_length,policy_loss,grad_norm,value_loss,clip_fraction,approx_kl_divergence
128,0.844964487105608,15.968719398975372,1310720,522.5,3950.0,1226.0,1.6576364256441594,239,570.68,-0.012291332421591505,2.2200486462793454,0.577101227408275,0.1495849609375,0.0023046686673754927
129,0.8148422665894032,15.968719148635865,1320960,472.5,3950.0,1231.5,1.661770860105753,239,570.42,-0.010556632505176822,2.1608942757009846,0.5165551547892392,0.1508544921875,0.002267844540688514
130,0.8963861241936684,15.968719154596329,1331200,475.0,3950.0,1232.75,1.6596856608986854,239,576.9,-0.013922107626422075,2.178274660109022,0.28032579824794085,0.1760498046875,0.002873499854763731
131,0.7772533517330885,15.968719184398651,1341440,497.5,3950.0,1275.25,1.6434142917394639,239,575.27,-0.009867352243600181,2.937537943107968,0.771455691382289,0.146337890625,0.0022130046622127423
132,0.8349756244570017,15.96871896982193,1351680,475.0,3777.5,1163.5,1.649659913778305,239,564.61,-0.011437196120095906,3.045008217606706,0.7504468489205465,0.149609375,0.0023913502745475526
133,0.8665854271501303,15.96871913075447,1361920,472.5,3950.0,1254.75,1.650554544478655,239,573.9,-0.012745925153649296,2.5328379796607057,0.5752963522681966,0.1476318359375,0.002457847286723713
134,0.8340252481400967,15.968719184398651,1372160,475.0,3950.0,1254.75,1.6434935636818409,239,567.7,-0.011272119499335532,2.4366104461139027,0.5865216318983585,0.1541015625,0.002221425513039654
135,0.7735413081943989,15.96871930360794,1382400,475.0,3960.000000000001,1348.75,1.6462321773171424,239,578.66,-0.009942583929296233,2.743343214630589,0.8213361700531095,0.133837890625,0.0018864693398885578
136,0.8344121839851141,15.968719285726547,1392640,475.0,4075.0,1396.5,1.6469564482569694,239,580.07,-0.011149145696981578,2.9841673775913766,0.8337211102712899,0.1271240234375,0.001932212353665725
137,0.8200810089707374,15.968719279766082,1402880,472.5,4075.0,1402.5,1.6438836999237538,239,577.73,-0.010418481300439453,3.3750429980038903,0.8352636798750609,0.1520751953125,0.00231762076206827
138,0.8708040919154882,15.968719184398651,1413120,450.0,4075.0,1438.5,1.6466384135186671,239,594.23,-0.013296845566947013,2.5757946712718622,0.4550148808164522,0.1447998046875,0.0022968934372901246
139,0.7953592009842396,15.968719297647477,1423360,450.0,4100.0,1499.25,1.6296744279563427,239,606.53,-0.010715719844301929,3.367215390964707,1.01496320348233,0.136865234375,0.0022706819179806196
140,0.7937456566840411,15.968719279766082,1433600,450.0,4125.0,1577.5,1.6244477167725564,239,614.05,-0.011549136522808113,3.966906168827869,1.004832194838673,0.15341796875,0.002449277931055268
141,0.7786950260400772,15.968719255924224,1443840,450.0,4130.000000000001,1610.0,1.6387367829680444,239,618.06,-0.010197509104909842,3.2104794408312047,0.9021376403514296,0.141455078125,0.0019853754788304095
142,0.749369727820158,15.968719291687012,1454080,450.0,4130.000000000001,1563.0,1.6446657180786133,239,607.67,-0.009725136790802936,4.171464275556831,1.064998911228031,0.1405517578125,0.002176813007031673
143,0.8046582218259573,15.968719190359115,1464320,450.0,4130.000000000001,1509.25,1.6445354849100113,239,593.88,-0.010850720248708968,3.0897661047797387,0.7236735493410379,0.1280029296875,0.001958606624032552
144,0.8452805265784263,15.968719327449799,1474560,450.0,4130.000000000001,1624.0,1.6360917769372463,239,595.62,-0.010666617822425905,3.33658057413248,0.8254675097879953,0.161865234375,0.0022802844322431124
