policy_gradient_loss,q_loss,model_prob_std,P09:episode_rewards,avg_q_selected,avg_q_retraced,episode_length,P01:episode_rewards,explained_variance,PMM:episode_rewards,frames,fps,advantage_norm,grad_norm,policy_loss,rollout_prob_std,policy_gradient_bias_correction,epoch_idx,policy_entropy
-4.228939081651824e-06,4.378974922899343e-08,5.6831411060618356e-05,0.0,0.0002064024408288773,0.00020389133663446134,3324.63,0.0,-1623.3961170313094,0.0,525600,338,0.0006451758163521369,2.0652062241352925e-05,-4.228939081651824e-06,0.000645624327867749,0.0,73,2.197224994273413
-4.578464353084869e-06,8.50552042741748e-08,7.80509287596882e-05,0.0,0.00019300305379358913,0.0001934078611536216,3324.63,0.0,-400.48315422926623,0.0,532800,338,0.0011022299524440662,3.757219369761137e-05,-4.578464353084869e-06,0.0008589996000127109,0.0,74,2.197224748749582
-4.442595626694619e-06,2.2757326267425015e-08,6.468095834925805e-05,0.0,0.00019917589986208538,0.0001976300244449891,3324.63,0.0,-702.8066941973615,0.0,540000,338,0.0009231650385917752,2.96037187247473e-05,-4.442595626694619e-06,0.0008500842378054048,0.0,75,2.197224936314991
-3.891399724580948e-06,8.976228781043244e-08,7.871181311610175e-05,0.0,0.00019672303311805595,0.00019525349307739995,3324.63,0.0,-95.47400278382688,0.0,547200,338,0.001040205583304385,3.248065594209667e-05,-3.891399724580948e-06,0.001001580591150433,0.0,76,2.197224796980892
-3.91309265154856e-06,4.118485790950556e-08,6.222299849030476e-05,0.0,0.0001927588794627347,0.0001925912810347943,3324.63,0.0,-723.1065647293224,0.0,554400,338,0.0008876985594323496,3.0431936759672803e-05,-3.91309265154856e-06,0.0010034055765141955,0.0,77,2.197225006071348
-3.887961720611927e-06,4.691064216560962e-08,6.614727934371937e-05,0.0,0.00019253293883016414,0.0001896433803144237,3324.57,0.0,-709.4974134347805,0.0,561600,338,0.0007947256127568046,2.1316219405962376e-05,-3.887961720611927e-06,0.0011749367887254837,0.0,78,2.197224940358016
-3.887392079004883e-06,5.9292688302249394e-08,6.062212030698644e-05,0.0,0.0001793075384788579,0.00018046290871674028,3324.57,0.0,-1392.432299413537,0.0,568800,338,0.000915222461508959,3.3635353535622814e-05,-3.887392079004883e-06,0.0006094312080395799,0.0,79,2.1972249208891714
-3.5532996654789407e-06,4.5323156219626046e-08,6.443763213221327e-05,0.0,0.0001837126757404394,0.00017983447562487553,3324.57,0.0,-262.3026433018591,0.0,576000,338,0.0008777924870932226,2.800352755133832e-05,-3.5532996654789407e-06,0.0007394179599816893,0.0,80,2.1972250058852802
-3.468250634265739e-06,2.448996633203181e-08,5.88676138490774e-05,0.0,0.00017718440194209784,0.0001771458416364372,3324.57,0.0,-420.7934613479509,0.0,583200,338,0.0007489822108150943,2.0965073218999352e-05,-3.468250634265739e-06,0.000939213591629924,0.0,81,2.1972250454482576
-3.8465489739705626e-06,3.76708299700419e-08,5.537093298538889e-05,0.0,0.00017497471952506756,0.0001728378243456184,3324.57,0.0,-783.9056865013465,0.0,590400,338,0.0007068362630111528,1.9827228373669068e-05,-3.8465489739705626e-06,0.0008535393948800111,0.0,82,2.1972250286864226
-3.6808951287518293e-06,3.144749713235633e-08,6.639617759398268e-05,0.0,0.00016889311565199735,0.00016936809980762,3324.57,0.0,-173.5765965433537,0.0,597600,338,0.0008732619122888078,2.3790359945548798e-05,-3.6808951287518293e-06,0.0006049905610375594,0.0,83,2.197224937816145
-3.532882429782062e-06,3.082303536465836e-08,5.888758265466284e-05,0.0,0.00017019783220123175,0.00016768536573081157,3324.63,0.0,-1066.9933249247574,0.0,604800,337,0.0007989486205992101,2.3961757136897072e-05,-3.532882429782062e-06,0.0008638489688776716,0.0,84,2.1972249685356164
-3.553749052772127e-06,5.0466199808321686e-08,6.383309036041114e-05,0.0,0.00016187149189800186,0.00016231629645243096,3324.63,0.0,-482.69154548310723,0.0,612000,337,0.000762971399472874,2.7830160115459675e-05,-3.553749052772127e-06,0.0005313413542706824,0.0,85,2.1972248781515806
-3.2786838791918992e-06,1.5031723847603043e-08,5.9191695696642245e-05,0.0,0.00016209531304440812,0.00016186545216177362,3324.63,0.0,-452.23685827319593,0.0,619200,337,0.0007036711073553268,2.1272641909510303e-05,-3.2786838791918992e-06,0.00042959980066726417,0.0,86,2.1972250054469185
-3.141829868717639e-06,1.7280004801778493e-08,6.545612861916399e-05,0.0,0.00015918366176178794,0.00015833090939850082,3324.63,0.0,-64.43447463941952,0.0,626400,337,0.0009164738707064346,2.8466195631910738e-05,-3.141829868717639e-06,0.0004549573193426005,0.0,87,2.1972249571766174
-2.8602466538886975e-06,4.079964744266473e-08,5.632529117150548e-05,0.0,0.00015887911432145826,0.0001586815307020621,3324.63,0.0,-1066.9778506037671,0.0,633600,337,0.0007256937380835943,2.2580857107360455e-05,-2.8602466538886975e-06,0.0003234569943286515,0.0,88,2.1972250440606365
-2.782092856769197e-06,4.967185688629718e-08,6.982628657853624e-05,0.0,0.00015584548868135907,0.00015548941559938528,3324.57,0.0,-479.12142947764625,0.0,640800,337,0.0009341853221410438,2.8749933892622033e-05,-2.782092856769197e-06,0.0003168313800295487,0.0,89,2.197224842073425
-2.84502576318703e-06,3.160654789544798e-08,5.077782738643085e-05,0.0,0.00015355820547252762,0.0001532428560200233,3324.57,0.0,-1591.659961225277,0.0,648000,337,0.0006704260267952122,2.3346552560306894e-05,-2.84502576318703e-06,0.00024244453317645283,0.0,90,2.1972249721534665
-3.54265032607526e-06,1.563204461952151e-08,5.383606434713001e-05,0.0,0.0001591800235962697,0.00015847166253503433,3324.57,0.0,-151.42425650414333,0.0,655200,337,0.0005814252994123645,1.539588641582861e-05,-3.54265032607526e-06,0.00025138938431134054,0.0,91,2.1972251097172024
-3.6045617000742748e-06,3.472223984342841e-08,5.961711158304164e-05,0.0,0.00014965025775603305,0.00015045174252509486,3324.57,0.0,-358.1955005967649,0.0,662400,337,0.0007937020668109821,2.3933364470316638e-05,-3.6045617000742748e-06,0.0002392856558791695,0.0,92,2.1972250237509057
-3.447938498151183e-06,4.2534625639649026e-08,5.7104404081950715e-05,0.0,0.00015251911013399,0.00015092902560498922,3324.57,0.0,-701.7058114106266,0.0,669600,337,0.0008306037409669751,2.3884663658779242e-05,-3.447938498151183e-06,0.0002265720260294572,0.0,93,2.197225026608144
-3.346141125033473e-06,2.778730043324642e-08,6.114080010422581e-05,0.0,0.00014790472865339356,0.0001479162118626634,3324.57,0.0,-502.98777509990197,0.0,676800,337,0.0008379562011894584,2.4686129021514827e-05,-3.346141125033473e-06,0.00021342522194097468,0.0,94,2.1972249764487857
-3.2056597449980324e-06,2.751188224966489e-08,5.00686969600357e-05,0.0,0.0001474546337157282,0.0001474901608832177,3324.76,0.0,-1508.502391624558,0.0,684000,337,0.0006944572073435575,2.2497317755411384e-05,-3.2056597449980324e-06,0.0001799202361147915,0.0,95,2.1972250409921013
-3.2348142159295305e-06,2.8893805296728848e-08,4.910613242773685e-05,0.0,0.000147671996982108,0.00014762323838863627,3324.76,0.0,-885.566320467771,0.0,691200,337,0.000699608953931284,2.2459562065832604e-05,-3.2348142159295305e-06,0.0001345619492537249,0.0,96,2.1972251152897635
